Study.reference,Study_ID,Name.of.study.area,Region,Intertidal_Subtidal,Depth (m),SBT (deg C),POC (g Corg m-2 yr-1),PP (mg C m-2 d-1),Habitat description from paper,Habitat type,Folk_category,Biogenic (%),Gravel (%),Sand (%),Mud (%),Fishing gear description from paper,Gear.type,PD (cm),f,Smin (m),Area of one disturbed plot (m2),FishHist,Metric,Macrofauna / Meiofauna,Gear used to sample the benthos ,Infauna / Epifauna,Scavenger.effect,Time,Method,Mean_BefCtrl,SD_BefCtrl,n_BefCtrl,Mean_BefImpt,SD_BefImpt,n_BefImpt,Mean_AftCtrl,SD_AftCtrl,n_AftCtrl,Mean_AftImpt,SD_AftImpt,n_AftImpt,Author,Year,notes
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.1,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,1,2,4,Undisturbed,Numbers,Macrofauna,Corer,infauna,n,207,CI,NA,NA,NA,NA,NA,NA,482.06,0.64,5,431.39,0.57,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.1,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,1,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,1,CI,NA,NA,NA,NA,NA,NA,15.44,0.23,5,9.2,0.41,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.1,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,1,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,4,CI,NA,NA,NA,NA,NA,NA,14.86,0.15,5,10.05,0.35,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.1,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,1,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,8,CI,NA,NA,NA,NA,NA,NA,15.33,0.27,5,10.03,0.53,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.1,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,1,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,16,CI,NA,NA,NA,NA,NA,NA,16,0.18,5,10.6,0.2,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.1,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,1,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,32,CI,NA,NA,NA,NA,NA,NA,15.43,0.2,5,10.21,0.21,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.1,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,1,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,65,CI,NA,NA,NA,NA,NA,NA,12.69,0.41,5,11.84,0.17,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.1,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,1,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,117,CI,NA,NA,NA,NA,NA,NA,11.55,0.3,5,12.52,0.35,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.1,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,1,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,207,CI,NA,NA,NA,NA,NA,NA,13.84,0.14,5,12.34,0.27,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Numbers,Macrofauna,Corer,infauna,n,1,CI,NA,NA,NA,NA,NA,NA,522.17,0.51,5,111.56,0.45,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Numbers,Macrofauna,Corer,infauna,n,4,CI,NA,NA,NA,NA,NA,NA,497.67,0.48,5,133.01,0.51,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Numbers,Macrofauna,Corer,infauna,n,8,CI,NA,NA,NA,NA,NA,NA,481.64,0.42,5,155.03,0.54,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Numbers,Macrofauna,Corer,infauna,n,16,CI,NA,NA,NA,NA,NA,NA,474.68,0.39,5,234.53,0.16,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Numbers,Macrofauna,Corer,infauna,n,32,CI,NA,NA,NA,NA,NA,NA,553.06,0.21,5,477.1,0.39,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Numbers,Macrofauna,Corer,infauna,n,65,CI,NA,NA,NA,NA,NA,NA,632.32,0.28,5,883.28,0.34,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Numbers,Macrofauna,Corer,infauna,n,117,CI,NA,NA,NA,NA,NA,NA,622.59,0.21,5,696.26,0.21,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Numbers,Macrofauna,Corer,infauna,n,207,CI,NA,NA,NA,NA,NA,NA,482.06,0.64,5,625.54,0.31,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,1,CI,NA,NA,NA,NA,NA,NA,15.44,0.23,5,8.57,0.32,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,4,CI,NA,NA,NA,NA,NA,NA,14.86,0.15,5,9.94,0.27,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,8,CI,NA,NA,NA,NA,NA,NA,15.33,0.27,5,10.5,0.36,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,16,CI,NA,NA,NA,NA,NA,NA,16,0.18,5,10.97,0.36,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,32,CI,NA,NA,NA,NA,NA,NA,15.43,0.2,5,8.97,0.36,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,65,CI,NA,NA,NA,NA,NA,NA,12.69,0.41,5,9.95,0.27,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,117,CI,NA,NA,NA,NA,NA,NA,11.55,0.3,5,10.9,0.25,5,Dernie,2003,
"Dernie, K.M., Kaiser, M.J., Richardson, E.A. & Warwick, R.M. 2003. Recovery of soft sediment communities and habitats following physical disturbance. Journal of Experimental Marine Biology and Ecology. 285-286: 415-434",17.2,Anglesey,Northern Europe,I,0,11.43,126.75,2568.81,extensive sand flat,S,S,0,0,98.91,1.09,Digging,Dg,15.7,2,2,4,Undisturbed,Species richness,Macrofauna,Corer,infauna,n,207,CI,NA,NA,NA,NA,NA,NA,13.84,0.14,5,12.77,0.36,5,Dernie,2003,
"Dolmer, P., Kristensen, T., Christiansen, M.L., Petersen, M.F., Kristensen, P.S. & Hoffmann, E. 2001. Short-term impact of blue mussel dredging (Mytilus edulis L.) on a benthic community. Hydrobiologica 465:115-127",19.1,Limfjorden,Northern Europe,S,7.4,9.64,82.12,3919.47,Mussel bed (At all four study sites populations of blue mussels formed a mosaic of 1–15 m2 large mussel beds interrupted by bare mud flat of approximately same size),B,B,100,0,0,0,1:2 Scale model of commercial mussel dredges in arera,TD,5.47,1,10,200,Undisturbed,Species richness,Macrofauna,Van Veen grab,"predominantly infauna, with some low motility epifauna",n,0.08,BACI,8.71,1.17,3,8.73,1.04,3,9.05,1.19,3,6.03,1.19,3,Dolmer,2001,
"Dolmer, P., Kristensen, T., Christiansen, M.L., Petersen, M.F., Kristensen, P.S. & Hoffmann, E. 2001. Short-term impact of blue mussel dredging (Mytilus edulis L.) on a benthic community. Hydrobiologica 465:115-127",19.1,Limfjorden,Northern Europe,S,7.4,9.64,82.12,3919.47,Mussel bed (At all four study sites populations of blue mussels formed a mosaic of 1–15 m2 large mussel beds interrupted by bare mud flat of approximately same size),B,B,100,0,0,0,1:2 Scale model of commercial mussel dredges in arera,TD,5.47,1,10,200,Undisturbed,Species richness,Macrofauna,Van Veen grab,"predominantly infauna, with some low motility epifauna",n,7,BACI,8.71,1.17,3,8.73,1.04,3,9.05,1.19,3,6.03,0.69282,3,Dolmer,2001,
"Dolmer, P., Kristensen, T., Christiansen, M.L., Petersen, M.F., Kristensen, P.S. & Hoffmann, E. 2001. Short-term impact of blue mussel dredging (Mytilus edulis L.) on a benthic community. Hydrobiologica 465:115-127",19.1,Limfjorden,Northern Europe,S,7.4,9.64,82.12,3919.47,Mussel bed (At all four study sites populations of blue mussels formed a mosaic of 1–15 m2 large mussel beds interrupted by bare mud flat of approximately same size),B,B,100,0,0,0,1:2 Scale model of commercial mussel dredges in arera,TD,5.47,1,10,200,Undisturbed,Species richness,Macrofauna,Van Veen grab,"predominantly infauna, with some low motility epifauna",n,40,BACI,8.71,1.17,3,8.73,1.04,3,13.89,4.19,3,6.08,1.91,3,Dolmer,2001,
"Dolmer, P., Kristensen, T., Christiansen, M.L., Petersen, M.F., Kristensen, P.S. & Hoffmann, E. 2001. Short-term impact of blue mussel dredging (Mytilus edulis L.) on a benthic community. Hydrobiologica 465:115-127",19.2,Limfjorden,Northern Europe,S,7.4,9.64,82.12,3919.47,Mud flat (At all four study sites populations of blue mussels formed a mosaic of 1–15 m2 large mussel beds interrupted by bare mud flat of approximately same size),M,M,0,0,5,95,1:2 Scale model of commercial mussel dredges in arera,TD,5.47,1,10,200,Undisturbed,Species richness,Macrofauna,Van Veen grab,"predominantly infauna, with some low motility epifauna",n,0.08,BACI,4.69383,1.961287732,3,4.69383,1.961287732,3,4.08593,0.709984947,3,5.50771,1.210807438,3,Dolmer,2001,
"Dolmer, P., Kristensen, T., Christiansen, M.L., Petersen, M.F., Kristensen, P.S. & Hoffmann, E. 2001. Short-term impact of blue mussel dredging (Mytilus edulis L.) on a benthic community. Hydrobiologica 465:115-127",19.2,Limfjorden,Northern Europe,S,7.4,9.64,82.12,3919.47,Mud flat (At all four study sites populations of blue mussels formed a mosaic of 1–15 m2 large mussel beds interrupted by bare mud flat of approximately same size),M,M,0,0,5,95,1:2 Scale model of commercial mussel dredges in arera,TD,5.47,1,10,200,Undisturbed,Species richness,Macrofauna,Van Veen grab,"predominantly infauna, with some low motility epifauna",n,7,BACI,4.69383,1.961287732,3,4.69383,1.961287732,3,4.38161,0.376114833,3,3.70737,1.502450153,3,Dolmer,2001,
"Dolmer, P., Kristensen, T., Christiansen, M.L., Petersen, M.F., Kristensen, P.S. & Hoffmann, E. 2001. Short-term impact of blue mussel dredging (Mytilus edulis L.) on a benthic community. Hydrobiologica 465:115-127",19.2,Limfjorden,Northern Europe,S,7.4,9.64,82.12,3919.47,Mud flat (At all four study sites populations of blue mussels formed a mosaic of 1–15 m2 large mussel beds interrupted by bare mud flat of approximately same size),M,M,0,0,5,95,1:2 Scale model of commercial mussel dredges in arera,TD,5.47,1,10,200,Undisturbed,Species richness,Macrofauna,Van Veen grab,"predominantly infauna, with some low motility epifauna",n,40,BACI,4.69383,1.961287732,3,4.69383,1.961287732,3,4.58163,0.918662428,3,4.75044,0.710244754,3,Dolmer,2001,
"Drabsch, S. L., Tanner, J. E., & Connell, S. D. (2001). Limited infaunal response to experimental trawling in previously untrawled areas. ICES Journal of Marine Science: Journal du Conseil, 58(6), 1261-1271.",20.1,Gulf St. Vincent,Australia,S,20,17.91,65.46,2972.94, medium-coarse sand and shell fragments,S,(g)S,0,2,98,0,Triple Otter prawn trawler,OT,2.44,2,200,187400,Undisturbed,Numbers,Macrofauna,Corers,infauna,n,86,BACI,7.07,4.82,12,6.81,3.59,12,8.51,3.08,10,6.81,4.32,10,Drabsch,2001,
"Drabsch, S. L., Tanner, J. E., & Connell, S. D. (2001). Limited infaunal response to experimental trawling in previously untrawled areas. ICES Journal of Marine Science: Journal du Conseil, 58(6), 1261-1271.",20.1,Gulf St. Vincent,Australia,S,20,17.91,65.46,2972.94, medium-coarse sand and shell fragments,S,(g)S,0,2,98,0,Triple Otter prawn trawler,OT,2.44,2,200,187400,Undisturbed,Species richness,Macrofauna,Corers,infauna,n,86,BACI,5.03,2.64,12,5.38,3.21,12,6.2,1.83,10,5.43,2.95,10,Drabsch,2001,
"Drabsch, S. L., Tanner, J. E., & Connell, S. D. (2001). Limited infaunal response to experimental trawling in previously untrawled areas. ICES Journal of Marine Science: Journal du Conseil, 58(6), 1261-1271.",20.2,Gulf St. Vincent,Australia,S,17.75,17.91,65.46,2972.94,Fine silt,M,M,0,0,0,100,Triple Otter prawn trawler,OT,2.44,2,200,187400,Undisturbed,Numbers,Macrofauna,Corers,infauna,n,7,BACI,9.39,3.59,12,10.24,3.85,12,8,3.39,10,7.12,1.99,10,Drabsch,2001,
"Drabsch, S. L., Tanner, J. E., & Connell, S. D. (2001). Limited infaunal response to experimental trawling in previously untrawled areas. ICES Journal of Marine Science: Journal du Conseil, 58(6), 1261-1271.",20.2,Gulf St. Vincent,Australia,S,17.75,17.91,65.46,2972.94,Fine silt,M,M,0,0,0,100,Triple Otter prawn trawler,OT,2.44,2,200,187400,Undisturbed,Species richness,Macrofauna,Corers,infauna,n,7,BACI,5.38,2.13,12,4.85,1.41,12,5.05,1.52,10,5.21,1.32,10,Drabsch,2001,
"Drabsch, S. L., Tanner, J. E., & Connell, S. D. (2001). Limited infaunal response to experimental trawling in previously untrawled areas. ICES Journal of Marine Science: Journal du Conseil, 58(6), 1261-1271.",20.3,Gulf St. Vincent,Australia,S,20,17.91,65.46,2972.94, medium-coarse sand and shell fragments,S,(g)S,0,2,98,0,Triple Otter prawn trawler,OT,2.44,2,200,187400,Undisturbed,Numbers,Macrofauna,Corers,infauna,n,9,BACI,6.73,3.75,12,5.76,3.75,12,4.29,2.96,10,5.22,3.6,10,Drabsch,2001,
